SYMBOL,MARKET_CAP,MARKET_CAP_CATEGORY,PE_RATIO,PRICE_TO_BOOK,ROE,DEBT_TO_EQUITY,OPERATING_MARGIN,PROFIT_MARGIN,REVENUE_GROWTH,EARNINGS_GROWTH,CURRENT_PRICE,SECTOR,RAW_SECTOR,INDUSTRY,FETCH_DATE,REVENUE_GROWTH_SCORE,EARNINGS_GROWTH_SCORE,GROWTH_SCORE,GROWTH_RANK,ROE_SCORE,OPERATING_MARGIN_SCORE,PROFIT_MARGIN_SCORE,DEBT_PENALTY,QUALITY_SCORE,QUALITY_RANK,PROMOTER_HOLDING,FII_HOLDING,DII_HOLDING,PLEDGE_PERCENT,OWNERSHIP_SCORE,OWNERSHIP_RANK
DAMCAPITAL,11829302272.0,SMALL CAP,14.602967,3.8163326,0.0,1.278,0.39832002,0.34159002,-0.346,-0.61,167.35,OTHERS,Financial Services,Capital Markets,2026-05-11,-34.599999999999994,-61.0,-47.8,2317,0.0,39.832002,34.159002,1.278,20.3615511,176,60.36,5.84,2.79,4.11,23.164499999999997,1014
MHRIL,47339589632.0,SMALL CAP,68.03768,6.0872383,0.08522,488.662,0.108,0.02323,0.053,-0.431,234.73,FMCG,Consumer Cyclical,Resorts & Casinos,2026-05-11,5.3,-43.1,-18.9,2049,8.522,10.8,2.323,488.662,-42.06275,2289,52.68,14.04,5.41,8.41,23.161499999999997,1015
ASAHISONG,3033452032.0,MICRO CAP,19.525797,1.1780297,0.0,49.417,0.04571,0.02856,-0.098,-0.198,257.35,CHEMICALS,Basic Materials,Specialty Chemicals,2026-05-11,-9.8,-19.8,-14.8,1971,0.0,4.571,2.856,49.417,-2.8564000000000007,1662,60.74,6.76,3.2,9.28,23.159,1016
GATEWAY,29074274304.0,SMALL CAP,11.365234,1.2821699,0.0,25.362,0.15634,0.00089,0.007,0.0,58.19,CAPITAL GOODS,Industrials,Integrated Freight & Logistics,2026-05-11,0.7000000000000001,0.0,0.35,1494,0.0,15.634,0.089,25.362,2.17625,1110,55.28,7.5,6.84,1.5,23.158,1017
AARTECH,1367079296.0,MICRO CAP,78.23636,4.0396166,0.0,15.972,0.29993,0.05098,-0.245,-0.69,43.03,CAPITAL GOODS,Industrials,Electrical Equipment & Parts,2026-05-11,-24.5,-69.0,-46.75,2312,0.0,29.993,5.098,15.972,8.6752,537,60.24,2.29,9.49,9.93,23.1505,1018
ARENTERP,131843696.0,MICRO CAP,0.0,0.54769677,0.0,0.0,-1.03387,-0.04583,0.0,0.0,40.77,OTHERS,Basic Materials,Other Industrial Metals & Mining,2026-05-11,0.0,0.0,0.0,1556,0.0,-103.387,-4.583,0.0,-32.16185,2264,58.4,5.14,5.74,2.67,23.15,1019
APLLTD,155127611392.0,MID CAP,24.639402,2.915383,0.0,28.004,0.11372,0.08655,0.108,-0.036,789.2,PHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,2026-05-11,10.8,-3.6,3.6000000000000005,1363,0.0,11.372,8.655,28.004,2.77495,1035,43.68,13.22,18.16,6.44,23.15,1020
MAHABANK,626246352896.0,LARGE CAP,8.927631,1.8838935,0.22659999,0.0,0.5789,0.49278998,0.382,0.364,81.42,BANKING,Financial Services,Banks - Regional,2026-05-11,38.2,36.4,37.3,569,22.659999,57.89,49.278998,0.0,37.61774915,67,24.67,40.84,12.94,9.72,23.149499999999996,1021
SUDARCOLOR,8580658176.0,SMALL CAP,20.403404,1.5430624,0.0,4.325,0.03649,0.05323,-0.175,0.0,371.75,CHEMICALS,Basic Materials,Specialty Chemicals,2026-05-11,-17.5,0.0,-8.75,1847,0.0,3.649,5.323,4.325,1.99295,1135,59.61,8.16,3.2,9.63,23.1485,1022
MUNJALAU,9365000192.0,SMALL CAP,19.190573,2.1689286,0.0,87.847,0.041389998,0.022230001,0.16,0.0,93.65,AUTO,Consumer Cyclical,Auto Parts,2026-05-11,16.0,0.0,8.0,1216,0.0,4.1389998,2.2230001,87.847,-6.987250034999999,1945,60.65,3.25,5.68,4.75,23.1475,1023
ISGEC,80433938432.0,MID CAP,24.228128,2.8835788,0.0,31.763,0.09538,0.03639,0.162,2.476,1093.9,CAPITAL GOODS,Industrials,Specialty Industrial Machinery,2026-05-11,16.2,247.6,131.9,205,0.0,9.538,3.639,31.763,0.5948499999999997,1297,44.25,21.64,8.52,9.64,23.1455,1024
KILITCH,5520081408.0,SMALL CAP,20.13903,1.9587142,0.0,31.651,0.096920006,0.12762,-0.042,-0.326,157.89,PHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,2026-05-11,-4.2,-32.6,-18.4,2044,0.0,9.6920006,12.762,31.651,2.933000179999999,1013,53.57,10.12,6.19,1.93,23.139999999999997,1025
CSLFINANCE,5234411520.0,SMALL CAP,6.242156,0.9134504,0.0,137.222,0.73344004,0.35037,0.2,0.261,232.77,OTHERS,Financial Services,Credit Services,2026-05-11,20.0,26.1,23.05,803,0.0,73.344004,35.037,137.222,17.0402512,224,63.04,4.47,1.35,6.12,23.130499999999998,1026
ATLANTAA,3402625024.0,MICRO CAP,0.0,1.7698177,0.0,152.042,-0.30978,-0.20433001,9.328,0.0,41.75,CAPITAL GOODS,Industrials,Infrastructure Operations,2026-05-11,932.8,0.0,466.4,60,0.0,-30.978,-20.433001,152.042,-29.60585025,2250,56.75,4.27,9.29,3.39,23.126999999999995,1027
RAYMONDLSL,46431526912.0,SMALL CAP,100.70673,0.48153296,0.0,25.695,0.07822,0.00804,0.054,-0.331,762.35,FMCG,Consumer Cyclical,Apparel Manufacturing,2026-05-11,5.4,-33.1,-13.85,1955,0.0,7.822,0.804,25.695,-0.0219,1394,52.89,12.43,3.57,0.13,23.119999999999994,1028
GKSL,11214663680.0,SMALL CAP,65.548386,31.172474,0.0,0.0,0.23938,0.19166,0.972,0.0,142.24,PHARMA,Healthcare,Medical Care Facilities,2026-05-11,97.2,0.0,48.6,466,0.0,23.938,19.166,0.0,11.9729,373,52.12,12.26,6.21,3.59,23.113499999999995,1029
RAMASTEEL,9210910720.0,SMALL CAP,62.555553,1.8842036,0.0,26.441,0.0164,0.01349,0.052,-0.718,5.63,METALS,Basic Materials,Steel,2026-05-11,5.2,-71.8,-33.3,2216,0.0,1.64,1.349,26.441,-1.81485,1569,51.92,14.72,5.09,7.58,23.102500000000003,1030
CELEBRITY,525423552.0,MICRO CAP,0.0,4.936325,0.0,565.147,-0.03856,-0.09024,0.189,0.0,8.14,FMCG,Consumer Cyclical,Apparel Manufacturing,2026-05-11,18.9,0.0,9.45,1159,0.0,-3.856,-9.024,565.147,-59.9275,2310,56.9,9.5,3.84,6.31,23.094,1031
DHAMPURSUG,10224735232.0,SMALL CAP,15.142858,0.9050495,0.0,44.818,0.08757,0.03265,0.095,0.779,159.0,FMCG,Consumer Defensive,Confectioners,2026-05-11,9.5,77.9,43.7,504,0.0,8.757,3.265,44.818,-1.03845,1501,59.86,4.35,3.82,1.2,23.090999999999994,1032
WAKEFIT,40625508352.0,SMALL CAP,96.944885,3.604321,0.0,49.699,0.07515,0.02848,0.094,0.0,123.12,FMCG,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2026-05-11,9.4,0.0,4.7,1328,0.0,7.515,2.848,49.699,-2.0034,1594,60.48,4.82,2.53,1.57,23.0895,1033
BALAJITELE,14805032960.0,SMALL CAP,19.909836,2.2619755,0.0,3.918,-0.80373,0.25639,-0.554,0.0,121.45,OTHERS,Communication Services,Entertainment,2026-05-11,-55.400000000000006,0.0,-27.700000000000003,2156,0.0,-80.373,25.639,3.918,-18.093950000000003,2166,54.47,11.99,2.9,3.04,23.082500000000003,1034
GOACARBON,3942273024.0,MICRO CAP,0.0,2.0957894,0.0,207.636,-0.10584,-0.09445,0.495,0.0,430.8,CHEMICALS,Basic Materials,Specialty Chemicals,2026-05-11,49.5,0.0,24.75,776,0.0,-10.584,-9.445,207.636,-26.30005,2231,57.84,8.69,4.54,9.04,23.082,1035
PAVNAIND,2659441664.0,MICRO CAP,0.0,1.3333333,0.0,36.865,0.046230003,0.01253,0.36,2.86,19.06,AUTO,Consumer Cyclical,Auto Parts,2026-05-11,36.0,286.0,161.0,166,0.0,4.6230003,1.253,36.865,-1.9863499100000008,1588,47.01,14.93,9.9,3.29,23.0785,1036
GAEL,76643868672.0,MID CAP,38.150684,2.4745657,0.0,9.321,0.04448,0.03633,0.312,-0.077,167.1,FMCG,Consumer Defensive,Packaged Foods,2026-05-11,31.2,-7.7,11.75,1084,0.0,4.448,3.633,9.321,1.3105499999999997,1219,42.63,19.9,12.56,9.53,23.0775,1037
BRIGADE,183380738048.0,MID CAP,3259.348,2.8261166,0.0,75.557,0.21002,0.13083,0.076,-0.234,749.65,REALTY,Real Estate,Real Estate - Development,2026-05-11,7.6,-23.4,-7.900000000000001,1826,0.0,21.002,13.083,75.557,2.01565,1127,39.2,18.16,17.95,5.81,23.0745,1038
DHANUKA,48486244352.0,SMALL CAP,6.8763585,3.1412175,0.0,2.063,0.10344,0.13392,-0.079,-0.276,1075.6,OTHERS,Basic Materials,Agricultural Inputs,2026-05-11,-7.9,-27.6,-17.75,2030,0.0,10.344,13.392,2.063,6.2449,707,60.75,5.25,3.06,5.34,23.0685,1039
TIRUPATIFL,5047007232.0,SMALL CAP,83.666664,4.357639,0.0,21.318,0.060560003,0.040999997,0.859,0.231,42.67,CAPITAL GOODS,Industrials,Metal Fabrication,2026-05-11,85.9,23.1,54.5,420,0.0,6.0560003,4.099999700000001,21.318,0.7100000149999999,1291,53.27,9.75,9.15,8.14,23.043000000000003,1040
RAMANEWS,4812917248.0,MICRO CAP,0.0,-13.666667,0.0,0.0,0.15009,-0.99457,-0.289,0.0,31.98,FMCG,Consumer Defensive,Beverages - Non-Alcoholic,2026-05-11,-28.9,0.0,-14.45,1966,0.0,15.009,-99.457,0.0,-20.36155,2188,55.44,9.58,5.7,6.6,23.042999999999996,1041
NAVNETEDUL,32215277568.0,SMALL CAP,9.721629,1.6788676,0.0,5.146,-0.116000004,0.20955,-0.115,10.938,145.63,OTHERS,Communication Services,Publishing,2026-05-11,-11.5,1093.8,541.15,52,0.0,-11.6000004,20.955,5.146,1.2441498799999993,1227,50.56,14.94,6.71,8.16,23.039499999999997,1042
BEML,159140282368.0,MID CAP,64.01005,5.6842046,0.0,23.787,-0.01629,0.05919,0.237,0.0,1910.7,CAPITAL GOODS,Industrials,Conglomerates,2026-05-11,23.7,0.0,11.85,1080,0.0,-1.629,5.919,23.787,-1.3876499999999998,1530,48.48,12.8,10.69,4.43,23.037499999999994,1043
ROSSARI,29102755840.0,SMALL CAP,19.509842,2.1823015,0.11848,32.695,0.078439996,0.06227,0.182,0.335,525.4,CHEMICALS,Basic Materials,Specialty Chemicals,2026-05-11,18.2,33.5,25.85,735,11.848,7.8439996,6.227,32.695,4.787249879999999,826,58.76,6.19,4.24,4.51,23.031999999999996,1044
GATECHDVR,749596736.0,MICRO CAP,7.25,0.60479665,0.0,0.0,0.29372,0.39220002,0.016,-0.636,0.58,OTHERS,Financial Services,Asset Management,2026-05-11,1.6,-63.6,-31.0,2188,0.0,29.372,39.220002,0.0,18.6166005,195,50.2,11.07,9.25,1.73,23.030500000000004,1045
MENNPIS,0.0,UNKNOWN,0.0,3.8103309,0.0,5.402,-0.01831,0.088570006,-0.427,0.0,60.71,OTHERS,,,2026-05-11,-42.7,0.0,-21.35,2083,0.0,-1.831,8.857000600000001,5.402,1.12475015,1238,54.18,13.59,3.02,7.65,23.029999999999998,1046
GRAVITA,129431191552.0,MID CAP,34.166508,5.7272143,0.0,19.62,0.11959,0.09252,0.021,0.146,1777.0,CAPITAL GOODS,Industrials,Metal Fabrication,2026-05-11,2.1,14.6,8.35,1206,0.0,11.959,9.252,19.62,3.9387,913,53.19,12.31,6.44,8.91,23.0285,1047
PNGJL,89886416896.0,MID CAP,22.745535,5.28835,0.0,75.905,0.06938,0.04344,0.356,0.986,662.35,FMCG,Consumer Cyclical,Luxury Goods,2026-05-11,35.6,98.6,67.1,357,0.0,6.938,4.344,75.905,-4.423100000000001,1790,49.83,10.88,12.47,8.01,23.020999999999997,1048
TRANSRAILL,73619292160.0,MID CAP,16.971525,3.5538142,0.0,39.105,0.118039995,0.06285,0.326,0.094,548.35,CAPITAL GOODS,Industrials,Engineering & Construction,2026-05-11,32.6,9.4,21.0,844,0.0,11.8039995,6.285,39.105,1.20194985,1231,39.52,18.19,16.48,3.99,23.01,1049
ARIES,4716023296.0,MICRO CAP,10.815687,1.4750564,0.0,20.67,0.12064999,0.06337,0.196,0.488,362.65,OTHERS,Basic Materials,Agricultural Inputs,2026-05-11,19.6,48.8,34.2,600,0.0,12.064999,6.337,20.67,3.1367496999999998,986,58.43,3.55,7.67,4.25,23.008,1050
GMBREW,21653172224.0,SMALL CAP,13.81157,2.0081534,0.15552,3.201,-0.11848,0.09037,0.0,-0.106,947.75,FMCG,Consumer Defensive,Beverages - Wineries & Distilleries,2026-05-11,0.0,-10.6,-5.3,1770,15.552,-11.848,9.037,3.201,3.82795,925,54.81,7.26,8.76,5.44,23.0075,1051
NIPPOBATRY,3174749952.0,MICRO CAP,0.0,0.72455084,0.0,36.972,0.1069,-0.0121,0.073,-0.26,423.3,CAPITAL GOODS,Industrials,Electrical Equipment & Parts,2026-05-11,7.3,-26.0,-9.35,1863,0.0,10.69,-1.21,36.972,-0.7927000000000008,1479,52.96,10.97,7.68,7.42,23.005,1052
SYSTMTXC,9393136640.0,SMALL CAP,32.709526,2.9043171,0.045089997,6.082,-0.53219,0.0979,-0.624,0.0,68.69,OTHERS,Financial Services,Capital Markets,2026-05-11,-62.4,0.0,-31.2,2193,4.5089997,-53.21900000000001,9.79,6.082,-12.548250105000005,2089,57.26,6.69,3.88,0.24,22.993999999999996,1053
DCMSRIND,3842444544.0,MICRO CAP,3.2938106,0.4195359,0.0,33.1,0.07095,0.03632,-0.476,-0.507,44.17,FMCG,Consumer Defensive,Confectioners,2026-05-11,-47.6,-50.7,-49.15,2326,0.0,7.095,3.632,33.1,-0.2735000000000007,1419,60.3,4.31,3.24,2.44,22.963999999999995,1054
VIDHIING,14271783936.0,SMALL CAP,29.95283,4.6227393,0.0,19.505,0.17708999,0.13003,-0.041,-0.024,285.75,CHEMICALS,Basic Materials,Specialty Chemicals,2026-05-11,-4.1000000000000005,-2.4,-3.25,1713,0.0,17.708999,13.003,19.505,6.6129497,669,50.66,11.36,8.84,3.86,22.963,1055
SPENCERS,3529370624.0,MICRO CAP,0.0,-0.44927981,0.0,0.0,-0.0325,-0.142,-0.027,0.0,39.21,FMCG,Consumer Cyclical,Department Stores,2026-05-11,-2.7,0.0,-1.35,1662,0.0,-3.25,-14.2,0.0,-4.525,1798,59.03,2.79,6.75,2.3,22.955,1056
NIITMTS,41194242048.0,SMALL CAP,19.165066,3.0712366,0.0,19.46,0.15437001,0.118140005,0.193,0.208,299.55,FMCG,Consumer Defensive,Education & Training Services,2026-05-11,19.3,20.8,20.05,866,0.0,15.437001,11.8140005,19.46,5.638600425,758,61.45,2.17,6.8,9.05,22.9535,1057
PTL,5333469696.0,SMALL CAP,12.790476,0.59382737,0.0,1.036,0.86127,0.64778,0.0,0.063,40.29,REALTY,Real Estate,Real Estate Services,2026-05-11,0.0,6.3,3.15,1389,0.0,86.127,64.778,1.036,41.929,54,58.45,4.8,7.7,8.71,22.951500000000003,1058
DWARKESH,8851851264.0,SMALL CAP,44.64486,1.1729319,0.0,23.127,0.077470005,0.01377,0.04,0.431,47.77,FMCG,Consumer Defensive,Confectioners,2026-05-11,4.0,43.1,23.55,794,0.0,7.747000499999999,1.377,23.127,0.3556501499999998,1325,51.86,12.11,7.02,5.99,22.939999999999998,1059
ABAN,1045906624.0,MICRO CAP,0.0,-0.003891273,0.0,0.0,0.18032,-1.85485,-0.241,0.0,17.92,POWER,Energy,Oil & Gas Drilling,2026-05-11,-24.1,0.0,-12.05,1926,0.0,18.032,-185.485,0.0,-40.961650000000006,2286,56.15,10.06,3.47,5.99,22.939,1060
CANHLIFE,133566955520.0,MID CAP,105.99248,8.55712,0.081149995,0.0,0.00701,0.00953,1.976,-0.68,140.97,OTHERS,Financial Services,Insurance - Life,2026-05-11,197.6,-68.0,64.8,369,8.1149995,0.701,0.953,0.0,3.288799825,971,47.21,13.97,9.53,1.66,22.930999999999997,1061
VIPULLTD,1313742336.0,MICRO CAP,0.0,0.32032996,0.0,19.491,-0.1749,-0.44313,-0.184,-0.71,9.32,REALTY,Real Estate,Real Estate - Diversified,2026-05-11,-18.4,-71.0,-44.7,2298,0.0,-17.49,-44.313,19.491,-18.27435,2169,54.01,8.39,8.06,5.08,22.9275,1062
DCMSIL,6012899840.0,SMALL CAP,0.0,0.0,0.0,0.0,0.05639,0.0,-0.187,-0.744,69.12,CAPITAL GOODS,Industrials,Industrial Distribution,2026-05-11,-18.7,-74.4,-46.55,2310,0.0,5.639,0.0,0.0,1.6917,1170,58.51,3.05,9.7,8.92,22.926499999999997,1063
TEXMOPIPES,1360195072.0,MICRO CAP,7.102134,0.66572356,0.0,28.688,0.06732,0.04893,0.001,0.065,46.59,CAPITAL GOODS,Industrials,Building Products & Equipment,2026-05-11,0.1,6.5,3.3,1380,0.0,6.732,4.893,28.688,0.3740499999999995,1323,51.57,13.72,3.07,0.16,22.916999999999998,1064
PRAXIS,1419605248.0,MICRO CAP,3.7821782,2.2860563,0.0,309.88,-0.28688,0.34951,-0.228,0.0,7.64,FMCG,Consumer Cyclical,Specialty Retail,2026-05-11,-22.8,0.0,-11.4,1910,0.0,-28.688,34.951,309.88,-30.85665,2257,60.77,2.09,4.82,1.86,22.9155,1065
ESSENTIA,1729658752.0,MICRO CAP,54.0,0.77290076,0.0,23.209,0.01011,0.00644,0.124,0.0,1.62,FMCG,Consumer Defensive,Food Distribution,2026-05-11,12.4,0.0,6.2,1281,0.0,1.011,0.644,23.209,-1.8566,1575,53.77,10.94,3.58,0.89,22.907500000000002,1066
ORTEL,57050036.0,MICRO CAP,0.0,-0.073827505,0.0,0.0,-0.87775004,-0.47809,-0.424,0.0,1.73,OTHERS,Communication Services,Entertainment,2026-05-11,-42.4,0.0,-21.2,2080,0.0,-87.775004,-47.809000000000005,0.0,-38.2847512,2282,56.06,6.66,6.83,4.22,22.9045,1067
MUKTAARTS,1325977088.0,MICRO CAP,0.0,-2.2436657,0.0,0.0,0.02961,-0.091850005,-0.034,0.0,58.71,OTHERS,Communication Services,Entertainment,2026-05-11,-3.4000000000000004,0.0,-1.7000000000000002,1671,0.0,2.9610000000000003,-9.1850005,0.0,-1.4079501249999995,1534,46.0,14.62,9.9,0.58,22.903,1068
MAHLOG,38210576384.0,SMALL CAP,1604.5834,4.84561,0.01279,46.725,0.02527,0.00033,0.201,0.289,385.1,CAPITAL GOODS,Industrials,Integrated Freight & Logistics,2026-05-11,20.1,28.9,24.5,778,1.279,2.527,0.033,46.725,-3.4585000000000004,1720,55.12,6.43,9.76,7.6,22.900999999999996,1069
MURUDCERA,2030688128.0,MICRO CAP,16.2029,0.5402097,0.0,34.717,0.06548,0.05998,0.019,1.429,33.54,CAPITAL GOODS,Industrials,Building Products & Equipment,2026-05-11,1.9,142.9,72.4,340,0.0,6.548,5.998,34.717,-0.0078000000000004,1389,57.81,7.72,4.74,8.4,22.894499999999997,1070
DIGJAMLMTD,948399936.0,MICRO CAP,59.274998,20.572666,0.0,1263.899,0.12011,0.14748,0.304,-0.658,47.42,FMCG,Consumer Cyclical,Textile Manufacturing,2026-05-11,30.4,-65.8,-17.7,2029,0.0,12.011,14.748,1263.899,-119.0996,2337,53.31,13.97,2.36,5.65,22.874499999999998,1071
BHARATCOAL,0.0,UNKNOWN,121.51852,2.581432,0.02096,38.792,-0.12335,0.0094,-0.151,-0.571,32.81,OTHERS,Basic Materials,Coking Coal,2026-05-11,-15.1,-57.1,-36.1,2241,2.096,-12.335,0.94,38.792,-6.6111,1920,56.45,6.5,4.88,0.71,22.856499999999997,1072
VAIBHAVGBL,37915807744.0,SMALL CAP,18.324453,2.6189268,0.0,15.726,0.10363,0.05797,0.091,0.404,227.04,FMCG,Consumer Cyclical,Luxury Goods,2026-05-11,9.1,40.400000000000006,24.750000000000004,775,0.0,10.363,5.797,15.726,2.985549999999999,1009,54.24,9.15,7.42,7.33,22.851,1073
JKIL,38536441856.0,SMALL CAP,9.86442,1.2164829,0.0,24.572,0.11234,0.06829,-0.122,-0.161,509.3,CAPITAL GOODS,Industrials,Engineering & Construction,2026-05-11,-12.2,-16.1,-14.15,1959,0.0,11.234,6.829000000000001,24.572,2.6202500000000004,1054,59.62,6.21,2.82,5.85,22.849999999999994,1074
GANECOS,27868073984.0,SMALL CAP,69.932846,1.4729264,0.0,43.209,0.04008,0.02764,-0.102,-0.849,1041.3,FMCG,Consumer Cyclical,Textile Manufacturing,2026-05-11,-10.2,-84.89999999999999,-47.55,2316,0.0,4.008,2.764,43.209,-2.427500000000001,1626,52.68,14.56,3.89,9.32,22.8465,1075
LYKALABS,2287015168.0,MICRO CAP,0.0,2.2632713,0.0,0.0,-0.0068,-0.0050199996,0.0,0.0,64.08,PHARMA,Healthcare,Biotechnology,2026-05-11,0.0,0.0,0.0,1548,0.0,-0.6799999999999999,-0.50199996,0.0,-0.3294999899999999,1427,51.47,11.0,6.69,1.41,22.846,1076
CUMMINSIND,1452112216064.0,LARGE CAP,64.656876,18.393158,0.0,0.308,0.22917,0.19322,-0.013,-0.13,5238.5,CAPITAL GOODS,Industrials,Specialty Industrial Machinery,2026-05-11,-1.3,-13.0,-7.15,1813,0.0,22.917,19.322,0.308,11.6748,391,37.98,21.54,12.9,1.35,22.844999999999995,1077
STOVEKRAFT,18362976256.0,SMALL CAP,48.997353,3.7096615,0.0,52.576,0.035469998,0.02483,-0.064,-0.659,554.65,FMCG,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2026-05-11,-6.4,-65.9,-36.150000000000006,2243,0.0,3.5469998,2.483,52.576,-3.57275006,1729,52.97,14.3,1.78,4.54,22.820499999999996,1078
MMWL,0.0,UNKNOWN,300.4,0.0,0.0717,115.612,0.01745,0.00466,0.106,0.0,15.02,OTHERS,Communication Services,Entertainment,2026-05-11,10.6,0.0,5.3,1310,7.17,1.745,0.466,115.612,-8.4117,1989,55.48,7.51,7.61,7.61,22.8125,1079
SANGHVIMOV,28591724544.0,SMALL CAP,16.87532,2.359704,0.0,40.655,0.22055,0.17165,0.134,-0.123,330.25,CAPITAL GOODS,Industrials,Rental & Leasing Services,2026-05-11,13.4,-12.3,0.5499999999999998,1488,0.0,22.055,17.165,40.655,6.84225,656,52.3,10.04,8.21,5.63,22.806499999999996,1080
COSMOFIRST,20234383360.0,SMALL CAP,13.934573,1.3074427,0.0,110.979,0.03627,0.043449998,0.283,0.005,779.5,FMCG,Consumer Cyclical,Packaging & Containers,2026-05-11,28.3,0.5,14.4,1017,0.0,3.627,4.3449998,110.979,-8.923550050000001,2011,55.52,9.91,2.34,2.06,22.784,1081
MAWANASUG,4402211840.0,MICRO CAP,12.259259,0.96129704,0.0,1.911,0.053969998,0.02327,0.097,-0.946,112.54,FMCG,Consumer Defensive,Confectioners,2026-05-11,9.7,-94.6,-42.45,2292,0.0,5.3969998,2.327,1.911,2.00974994,1129,48.13,12.12,9.94,1.91,22.7755,1082
UYFINCORP,2743236864.0,MICRO CAP,8.583334,0.78970426,0.0,1.149,0.52711,0.29483998,1.724,7.0,14.42,OTHERS,Financial Services,Credit Services,2026-05-11,172.4,700.0,436.2,64,0.0,52.711,29.483998,1.149,23.0693995,132,53.61,10.53,4.38,2.44,22.773499999999995,1083
FIVESTAR,138629054464.0,MID CAP,12.604671,1.8747679,0.16058001,111.115,0.60508,0.48518002,0.041,-0.037,469.65,OTHERS,Financial Services,Credit Services,2026-05-11,4.1000000000000005,-3.7,0.2000000000000004,1499,16.058001,60.508,48.518002,111.115,24.79070085,117,49.04,14.03,9.16,8.95,22.767999999999997,1084
GANESHHOU,57574617088.0,MID CAP,13.710286,2.598539,0.0,3.485,0.80433,0.62872005,-0.645,-0.666,690.45,REALTY,Real Estate,Real Estate - Development,2026-05-11,-64.5,-66.60000000000001,-65.55000000000001,2367,0.0,80.43299999999999,62.872005,3.485,39.49940124999999,59,39.2,16.61,18.22,4.94,22.764,1085
DIXON,653706854400.0,LARGE CAP,39.25656,14.367417,0.0,29.663,0.029560002,0.03254,0.021,0.476,10772.0,IT,Technology,Consumer Electronics,2026-05-11,2.1,47.6,24.85,774,0.0,2.9560002,3.254,29.663,-1.2659999400000004,1517,17.4,40.08,20.75,5.41,22.760499999999997,1086
PARKHOTELS,27557281792.0,SMALL CAP,34.166664,2.1083992,0.0,23.441,0.25586998,0.11472,0.127,-0.252,129.15,FMCG,Consumer Cyclical,Lodging,2026-05-11,12.7,-25.2,-6.25,1794,0.0,25.586998,11.472,23.441,8.1999994,565,55.01,9.4,4.91,5.41,22.759999999999998,1087
MARALOVER,2570175232.0,MICRO CAP,0.0,2.7890635,0.0,447.299,0.04614,-0.010299999,-0.012,0.0,61.92,FMCG,Consumer Cyclical,Textile Manufacturing,2026-05-11,-1.2,0.0,-0.6,1628,0.0,4.614,-1.0299999,447.299,-43.603199975,2294,52.58,13.17,3.31,4.3,22.7515,1088
AARVI,1878589184.0,MICRO CAP,11.832088,1.4200627,0.0,24.178,0.029260002,0.0257,0.272,0.692,126.84,CAPITAL GOODS,Industrials,Staffing & Employment Services,2026-05-11,27.200000000000003,69.19999999999999,48.2,468,0.0,2.9260002,2.5700000000000003,24.178,-0.8974999400000003,1489,58.61,6.48,4.12,7.39,22.748499999999996,1089
GUJGASLTD,262242238464.0,LARGE CAP,22.554768,3.0035322,0.0,118.64,0.10338,0.07541,0.211,0.326,380.95,IT,Utilities,Utilities - Regulated Gas,2026-05-11,21.1,32.6,26.85,718,0.0,10.338,7.541,118.64,-6.877350000000002,1937,25.02,29.06,22.64,3.89,22.746000000000002,1090
UGARSUGAR,4853250048.0,MICRO CAP,25.526627,2.828296,0.0,256.285,0.085030004,0.01179,0.222,2.05,43.14,FMCG,Consumer Defensive,Confectioners,2026-05-11,22.2,205.0,113.59999999999998,221,0.0,8.503000400000001,1.179,256.285,-22.78284988,2209,53.78,11.25,2.3,0.41,22.732,1091
PRAJIND,73194373120.0,MID CAP,141.20569,5.6204834,0.0,16.118,0.02465,0.01635,-0.014,0.0,398.2,CAPITAL GOODS,Industrials,Engineering & Construction,2026-05-11,-1.4,0.0,-0.7000000000000001,1636,0.0,2.465,1.635,16.118,-0.4635499999999999,1437,39.9,14.73,19.76,5.93,22.730999999999998,1092
RKDL,516720032.0,MICRO CAP,358.83334,1.0337048,0.0,101.046,0.00846,0.00428,-0.507,-0.067,21.53,FMCG,Consumer Defensive,Beverages - Wineries & Distilleries,2026-05-11,-50.7,-6.7,-28.700000000000003,2168,0.0,0.8460000000000001,0.428,101.046,-9.743800000000002,2033,52.75,10.62,4.91,1.53,22.723,1093
KENNAMET,68317159424.0,MID CAP,61.33386,8.516233,0.14094,0.262,0.098500006,0.08971,0.164,0.102,3108.4,CAPITAL GOODS,Industrials,Tools & Accessories,2026-05-11,16.400000000000002,10.2,13.3,1038,14.094,9.8500006,8.971,0.262,10.10445018,461,38.71,17.26,18.61,6.66,22.712999999999997,1094
KALAMANDIR,17119119360.0,SMALL CAP,14.048367,1.4415643,0.0,25.323,0.13235,0.07456,-0.083,-0.17,116.18,FMCG,Consumer Cyclical,Apparel Retail,2026-05-11,-8.3,-17.0,-12.65,1938,0.0,13.235,7.456,25.323,3.302199999999999,969,58.64,5.83,2.99,3.14,22.706499999999995,1095
