FINAL_RANK,SYMBOL,SECTOR,PE_RATIO,PRICE_TO_BOOK,ROE,REVENUE_GROWTH,EARNINGS_GROWTH,PROMOTER_HOLDING,FII_HOLDING,DII_HOLDING,GROWTH_SCORE,QUALITY_SCORE,OWNERSHIP_SCORE,VALUATION_SCORE,FINAL_SCORE,RATING,AI_RESEARCH_SUMMARY
1257,RENUKA,FMCG,0.0,-2.0816982,0.0,-0.038,0.0,37.9,18.23,8.54,-1.9,0.3437000000000001,20.202,55.58868908086677,14.691247816173355,AVOID,"RENUKA operates in the FMCG sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 14.69.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at -0.04.

Promoter holding is currently 37.9%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for RENUKA: AVOID."
1258,RETAIL,FMCG,107.57895,0.56650317,0.0,0.02,0.0,48.24,7.2,9.3,1.0,-1.7675,20.686,53.607140569668594,14.62837811393372,AVOID,"RETAIL operates in the FMCG sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 14.63.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.02.

Promoter holding is currently 48.24%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for RETAIL: AVOID."
1259,MAJESAUT,REALTY,3.8000243,0.46403784,0.0,-0.803,0.0,49.6,7.16,9.19,-40.150000000000006,19.4478,20.9005,83.07083493752266,14.583606987504533,AVOID,"MAJESAUT operates in the REALTY sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 14.58.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at -0.8.

Promoter holding is currently 49.6%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for MAJESAUT: AVOID."
1260,ERIS,PHARMA,43.55696,6.067686,0.0,0.109,0.191,45.29,22.25,7.5,15.0,4.610700250000001,24.3815,19.01774999915758,14.563060074831515,AVOID,"ERIS operates in the PHARMA sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 14.56.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.11.

Promoter holding is currently 45.29%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for ERIS: AVOID."
1261,KOVAI,PHARMA,25.986643,5.1518435,0.0,0.146,0.125,39.78,16.65,6.06,13.55,7.016599999999999,20.124,21.79290086362752,14.553360172725505,AVOID,"KOVAI operates in the PHARMA sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 14.55.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.15.

Promoter holding is currently 39.78%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for KOVAI: AVOID."
1262,PAISALO,OTHERS,20.794872,2.6411202,0.0,0.2,0.043,59.91,3.67,5.33,12.15,7.808649500000001,23.331,19.48582023019342,14.550958896038685,AVOID,"PAISALO operates in the OTHERS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 14.55.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.2.

Promoter holding is currently 59.91%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for PAISALO: AVOID."
1263,RKFORGE,CAPITAL GOODS,156.62468,3.6320305,0.02269,0.285,0.244,46.57,17.48,12.98,26.45,-3.27225015,24.6815,13.188823072861837,14.527389569572366,AVOID,"RKFORGE operates in the CAPITAL GOODS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 14.53.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.02, while revenue growth stands at 0.28.

Promoter holding is currently 46.57%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for RKFORGE: AVOID."
1264,URAVIDEF,AUTO,56.0917,3.0436945,0.0,0.018,0.292,60.03,12.54,8.47,15.5,-2.146649970000001,26.373,26.18684438105499,14.517973885210996,AVOID,"URAVIDEF operates in the AUTO sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 14.52.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.02.

Promoter holding is currently 60.03%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for URAVIDEF: AVOID."
1265,HPIL,CHEMICALS,142.6875,3.0618951,0.0,0.113,0.462,49.0,4.85,1.81,28.75,-6.25655,18.9755,19.791721341313163,14.501479268262631,AVOID,"HPIL operates in the CHEMICALS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 14.5.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.11.

Promoter holding is currently 49.0%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for HPIL: AVOID."
1266,JYOTICNC,CAPITAL GOODS,47.97879,9.272646,0.0,0.281,0.102,36.58,23.43,7.75,19.15,7.687599999999999,21.4645,10.446842397996598,14.433548479599317,AVOID,"JYOTICNC operates in the CAPITAL GOODS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 14.43.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.28.

Promoter holding is currently 36.58%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for JYOTICNC: AVOID."
1267,ABBOTINDIA,PHARMA,38.699303,14.726015,0.0,0.068,0.042,55.98,39.72,27.78,5.5,12.86679975,38.27199999999999,6.326693957156175,14.429778716431231,AVOID,"ABBOTINDIA operates in the PHARMA sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 14.43.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.07.

Promoter holding is currently 55.98%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for ABBOTINDIA: AVOID."
1268,TRACXN,IT,0.0,7.0921984,0.0,-0.017,0.0,11.83,12.15,3.19,-0.8500000000000001,-6.28470025,8.561999999999998,74.23000010828801,14.417989946657602,AVOID,"TRACXN operates in the IT sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 14.42.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at -0.02.

Promoter holding is currently 11.83%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for TRACXN: AVOID."
1269,OSWALPUMPS,CAPITAL GOODS,49.04429,3.251404,0.0,0.319,0.021,44.45,7.4,1.99,17.0,11.44345,17.987,11.32692580502724,14.39582016100545,AVOID,"OSWALPUMPS operates in the CAPITAL GOODS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 14.4.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.32.

Promoter holding is currently 44.45%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for OSWALPUMPS: AVOID."
1270,BOSCHLTD,AUTO,39.928307,7.851434,0.0,0.094,0.161,48.65,20.44,13.58,12.75,6.6689503000000006,25.7465,16.91943478413421,14.358872046826844,AVOID,"BOSCHLTD operates in the AUTO sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 14.36.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.09.

Promoter holding is currently 48.65%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for BOSCHLTD: AVOID."
1271,SRF,CAPITAL GOODS,45.129818,5.908683,0.13763,0.07,0.106,49.33,25.48,21.81,8.8,10.1626,30.282000000000004,13.009944598617553,14.347168919723511,AVOID,"SRF operates in the CAPITAL GOODS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 14.35.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.14, while revenue growth stands at 0.07.

Promoter holding is currently 49.33%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for SRF: AVOID."
1272,NOIDATOLL,CAPITAL GOODS,2.5405405,-2.0445895,0.0,0.069,0.0,40.05,10.24,2.06,3.45,24.32525075,16.969499999999996,12.880319941778303,14.302539213355658,AVOID,"NOIDATOLL operates in the CAPITAL GOODS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 14.3.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.07.

Promoter holding is currently 40.05%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for NOIDATOLL: AVOID."
1273,INDIAGLYCO,CHEMICALS,25.677301,2.8726969,0.0,0.13,0.176,37.26,23.96,6.17,15.3,-3.285099699999999,20.8235,32.5638533638072,14.28194076276144,AVOID,"INDIAGLYCO operates in the CHEMICALS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 14.28.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.13.

Promoter holding is currently 37.26%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for INDIAGLYCO: AVOID."
1274,KFINTECH,IT,44.384655,9.192887,0.22312,0.277,-0.05,31.16,16.24,17.82,11.35,22.84965,19.277,0.785058654544299,14.27230673090886,AVOID,"KFINTECH operates in the IT sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 14.27.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.22, while revenue growth stands at 0.28.

Promoter holding is currently 31.16%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for KFINTECH: AVOID."
1275,MADHAVIPL,OTHERS,0.0,1.0573204,0.0,-0.635,0.0,61.28,6.62,1.63,-31.75,-1.9560999999999995,23.2655,98.37361314507882,14.215992629015766,AVOID,"MADHAVIPL operates in the OTHERS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 14.22.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at -0.64.

Promoter holding is currently 61.28%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for MADHAVIPL: AVOID."
1276,SANDHAR,AUTO,18.22422,2.6300588,0.0,0.217,0.119,49.55,6.82,5.01,16.799999999999997,-5.302800060000001,20.609,33.19078615862798,14.209117213725596,AVOID,"SANDHAR operates in the AUTO sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 14.21.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.22.

Promoter holding is currently 49.55%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for SANDHAR: AVOID."
1277,NITCO,CAPITAL GOODS,3.5579586,8.747819,0.0,0.577,0.0,44.96,6.42,9.27,28.85,-9.6793,19.1595,23.10362930445051,14.203835860890102,AVOID,"NITCO operates in the CAPITAL GOODS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 14.2.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.58.

Promoter holding is currently 44.96%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for NITCO: AVOID."
1278,HITECHCORP,FMCG,32.429573,0.8520624,0.0,0.18,0.0,64.53,9.92,3.59,9.0,-3.878950025000001,25.895,37.36721258246058,14.188757508992117,AVOID,"HITECHCORP operates in the FMCG sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 14.19.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.18.

Promoter holding is currently 64.53%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for HITECHCORP: AVOID."
1279,SAURASHCEM,OTHERS,24.046694,0.7257184,0.0,0.087,0.0,51.73,2.5,9.9,4.35,-0.31555,20.3855,44.24935138564031,14.137305277128062,AVOID,"SAURASHCEM operates in the OTHERS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 14.14.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.09.

Promoter holding is currently 51.73%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for SAURASHCEM: AVOID."
1280,FIVESTAR,OTHERS,12.604671,1.8747679,0.16058001,0.041,-0.037,49.04,14.03,9.16,0.2000000000000004,24.79070085,22.768,10.369148368409844,14.12463992868197,AVOID,"FIVESTAR operates in the OTHERS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 14.12.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.16, while revenue growth stands at 0.04.

Promoter holding is currently 49.04%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for FIVESTAR: AVOID."
1281,JTLIND,METALS,40.02956,2.479707,0.0,0.042,0.196,55.67,10.06,1.24,11.9,1.8175,22.2065,27.7866098055248,14.11387196110496,AVOID,"JTLIND operates in the METALS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 14.11.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.04.

Promoter holding is currently 55.67%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for JTLIND: AVOID."
1282,MENNPIS,OTHERS,0.0,3.8103309,0.0,-0.427,0.0,54.18,13.59,3.02,-21.35,1.12475015,23.03,77.87333194605225,14.11309143421045,AVOID,"MENNPIS operates in the OTHERS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 14.11.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at -0.43.

Promoter holding is currently 54.18%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for MENNPIS: AVOID."
1283,VIKASECO,CHEMICALS,23.166666,0.48096883,0.0,-0.189,0.0,43.55,13.35,2.42,-9.45,-0.0063999700000001,19.1615,65.39568718840142,14.074517446680286,AVOID,"VIKASECO operates in the CHEMICALS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 14.07.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at -0.19.

Promoter holding is currently 43.55%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for VIKASECO: AVOID."
1284,TRANSPEK,CHEMICALS,11.546935,0.87709916,0.0,-0.068,0.019,61.9,11.64,1.04,-2.45,3.719,25.252,42.604155962437616,13.951931192487525,AVOID,"TRANSPEK operates in the CHEMICALS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 13.95.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at -0.07.

Promoter holding is currently 61.9%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for TRANSPEK: AVOID."
1285,BHAGCHEM,OTHERS,250.75,4.7659326,0.0,0.109,0.385,48.52,12.1,5.23,24.7,0.2380499999999994,21.2625,11.060378565086076,13.945990713017215,AVOID,"BHAGCHEM operates in the OTHERS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 13.95.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.11.

Promoter holding is currently 48.52%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for BHAGCHEM: AVOID."
1286,TVSMOTOR,AUTO,59.632015,51.394474,0.0,0.317,0.487,46.69,30.22,10.66,40.2,-29.288399775,27.4715,25.754763112723005,13.918732690044603,AVOID,"TVSMOTOR operates in the AUTO sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 13.92.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.32.

Promoter holding is currently 46.69%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for TVSMOTOR: AVOID."
1287,ESSENTIA,FMCG,54.0,0.77290076,0.0,0.124,0.0,53.77,10.94,3.58,6.2,-1.8566,22.9075,40.11111127978784,13.90674225595757,AVOID,"ESSENTIA operates in the FMCG sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 13.91.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.12.

Promoter holding is currently 53.77%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for ESSENTIA: AVOID."
1288,MAITHANALL,METALS,6.585414,0.7076376,0.0,-0.077,-0.021,64.09,11.07,7.41,-4.9,7.37219985,26.853,38.90201457526384,13.892662870052767,AVOID,"MAITHANALL operates in the METALS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 13.89.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at -0.08.

Promoter holding is currently 64.09%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for MAITHANALL: AVOID."
1289,NAVA,CAPITAL GOODS,23.202034,2.5544088,0.0,0.176,-0.09,64.38,37.06,28.13,4.299999999999999,13.66135,40.6475,1.8314764912550905,13.884200298251017,AVOID,"NAVA operates in the CAPITAL GOODS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 13.88.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.18.

Promoter holding is currently 64.38%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for NAVA: AVOID."
1290,ABMINTLLTD,CHEMICALS,0.0,3.029553,0.0,-0.081,0.0,63.22,4.03,8.76,-4.05,-19.9611,25.516,79.90245095563603,13.880360191127206,AVOID,"ABMINTLLTD operates in the CHEMICALS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 13.88.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at -0.08.

Promoter holding is currently 63.22%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for ABMINTLLTD: AVOID."
1291,UFBL,FMCG,0.0,4.4274836,0.0,0.145,0.0,43.81,7.11,6.36,7.249999999999999,-25.008250000000004,19.0475,76.77585796139368,13.837196592278737,AVOID,"UFBL operates in the FMCG sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 13.84.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.14.

Promoter holding is currently 43.81%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for UFBL: AVOID."
1292,ICICIPRULI,OTHERS,50.863308,6.006478,0.12579,-0.789,0.614,61.47,23.74,14.73,-8.750000000000004,5.670299999999998,31.774999999999995,41.995740014412526,13.830238002882504,AVOID,"ICICIPRULI operates in the OTHERS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 13.83.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.13, while revenue growth stands at -0.79.

Promoter holding is currently 61.47%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for ICICIPRULI: AVOID."
1293,THOMASCOTT,FMCG,24.664993,3.4286447,0.0,0.459,0.0,42.55,10.67,1.77,22.95,3.30065,18.137,11.587843411240277,13.820163682248054,AVOID,"THOMASCOTT operates in the FMCG sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 13.82.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.46.

Promoter holding is currently 42.55%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for THOMASCOTT: AVOID."
1294,GODREJCP,FMCG,55.42215,8.166052,0.15099,0.084,0.097,36.8,32.58,29.68,9.05,10.7467503,29.555,9.646087276728254,13.779242545345651,AVOID,"GODREJCP operates in the FMCG sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 13.78.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.15, while revenue growth stands at 0.08.

Promoter holding is currently 36.8%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for GODREJCP: AVOID."
1295,KWIL,FMCG,0.0,47.836937,0.0,0.0,0.0,36.34,11.14,14.67,0.0,-13.7426994,18.8825,70.62713045360744,13.779116270721488,AVOID,"KWIL operates in the FMCG sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 13.78.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.0.

Promoter holding is currently 36.34%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for KWIL: AVOID."
1296,BHARATGEAR,AUTO,13.372229,1.4442163,0.0,0.333,0.0,61.6,14.81,1.39,16.650000000000002,-5.01650006,25.4055,26.007241085886488,13.7725981991773,AVOID,"BHARATGEAR operates in the AUTO sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 13.77.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.33.

Promoter holding is currently 61.6%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for BHARATGEAR: AVOID."
1297,INFOMEDIA,OTHERS,0.0,-0.4608295,0.0,0.0,0.0,60.07,10.92,5.48,0.0,25.8825,24.9315,4.900000976499982,13.731050195299996,AVOID,"INFOMEDIA operates in the OTHERS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 13.73.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.0.

Promoter holding is currently 60.07%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for INFOMEDIA: AVOID."
1298,JINDALSTEL,METALS,37.243046,2.523375,0.067719996,0.23,0.0,54.48,27.82,21.97,11.5,3.4333498600000008,32.48349999999999,13.768384865064895,13.730381931012978,AVOID,"JINDALSTEL operates in the METALS sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 13.73.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.07, while revenue growth stands at 0.23.

Promoter holding is currently 54.48%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for JINDALSTEL: AVOID."
1299,RBA,FMCG,0.0,4.8419,0.0,0.118,0.0,48.93,8.2,6.41,5.9,-25.1209,21.165,76.19591482682418,13.705912965364838,AVOID,"RBA operates in the FMCG sector and is currently classified as a UNKNOWN company.

The stock currently holds a AVOID institutional rating with a factor score of 0 and a final institutional score of 13.71.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.12.

Promoter holding is currently 48.93%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for RBA: AVOID."
