SYMBOL,PROMOTER_HOLDING,FII_HOLDING,DII_HOLDING,PLEDGE_PERCENT
KUANTUM,48.86,7.41,8.68,1.66
KWIL,36.34,11.14,14.67,8.46
LAGNAM,45.52,3.55,7.5,7.59
LAHOTIOV,36.54,12.04,9.5,4.59
LAKPRE,51.89,11.94,3.5,4.59
LAL,53.26,14.95,7.69,9.13
LALPATHLAB,41.79,41.64,16.79,8.99
LAMBODHARA,50.0,11.0,1.72,4.12
LANCORHOL,63.19,13.92,8.01,1.89
LANDMARK,44.37,13.97,7.75,3.21
LANDSMILL,63.86,5.84,1.89,5.22
LAOPALA,59.98,9.01,9.42,9.62
LASA,60.34,7.02,1.53,2.52
LATENTVIEW,46.98,24.76,14.84,1.82
LATTEYS,62.8,8.75,3.06,3.21
LAURUSLABS,49.65,39.94,14.66,9.16
LAXMICOT,36.21,11.29,6.89,3.38
LAXMIDENTL,51.05,8.22,7.28,4.19
LAXMIINDIA,35.28,7.34,2.85,5.31
LCCINFOTEC,63.46,2.01,6.31,0.37
LEMERITE,48.08,3.4,3.46,1.97
LEMONTREE,47.34,15.46,18.37,3.27
LENSKART,57.67,23.12,11.9,5.9
LEXUS,56.5,12.12,4.87,2.63
LFIC,61.06,3.74,4.91,1.35
LGBBROSLTD,52.24,14.5,17.4,9.07
LGEINDIA,14.71,32.86,22.41,7.65
LGHL,49.63,3.29,5.58,4.55
LIBAS,55.73,12.47,3.87,5.43
LIBERTSHOE,60.88,3.63,6.09,0.59
LICHSGFIN,33.44,42.33,11.02,0.59
LICI,50.85,26.47,18.47,3.58
LIKHITHA,60.0,11.46,8.98,1.2
LINC,57.14,9.12,4.38,3.49
LINCOLN,63.71,7.19,5.48,5.77
LINDEINDIA,36.53,24.07,20.51,9.58
LLOYDSENGG,63.28,20.2,12.82,1.29
LLOYDSENT,50.32,22.51,6.99,6.84
LLOYDSME,60.59,40.48,20.27,8.42
LMW,38.19,17.27,5.71,0.74
LODHA,35.35,42.13,18.44,4.8
LOKESHMACH,53.33,9.38,5.16,4.59
LORDSCHLO,37.22,7.06,8.39,1.49
LOTUSDEV,46.84,20.61,19.66,4.28
LOTUSEYE,49.62,13.18,2.81,6.04
LOVABLE,55.02,10.48,9.59,7.18
LOYALTEX,42.92,13.38,1.97,7.53
LPDC,43.46,7.77,4.51,1.08
LT,45.88,30.69,23.78,4.88
LTF,53.26,43.67,10.86,0.22
LTFOODS,37.45,10.78,13.17,3.14
LTM,17.0,38.65,11.27,1.58
LTTS,34.17,35.57,10.94,4.28
LUMAXIND,46.58,15.56,19.66,8.14
LUMAXTECH,38.77,12.32,10.93,9.51
LUPIN,42.72,30.98,25.21,10.0
LUXIND,38.23,14.24,5.31,9.38
LXCHEM,59.33,14.52,3.07,0.62
LYKALABS,51.47,11.0,6.69,1.41
LYPSAGEMS,64.31,13.12,6.07,1.53
M&M,35.89,32.82,26.35,1.69
M&MFIN,39.0,41.1,22.22,4.45
MAANALU,60.31,8.21,1.55,5.95
MACPOWER,59.45,3.56,2.9,5.86
MADHAV,59.88,9.86,6.71,6.14
MADHAVIPL,61.28,6.62,1.63,5.76
MADHUCON,35.75,5.01,2.15,2.8
MADRASFERT,41.0,10.95,1.22,4.27
MAFATIND,45.98,11.76,1.62,7.92
MAGADSUGAR,35.92,12.68,3.12,9.36
MAGNUM,47.37,5.76,7.03,9.64
MAHABANK,24.67,40.84,12.94,9.72
MAHAPEXLTD,54.37,3.7,4.0,1.42
MAHASTEEL,41.14,9.19,4.63,6.15
MAHEPC,37.74,4.42,6.7,8.56
MAHESHWARI,40.76,12.15,4.42,8.75
MAHLIFE,52.3,21.98,13.85,3.9
MAHLOG,55.12,6.43,9.76,7.6
MAHSCOOTER,36.85,18.02,13.1,1.22
MAHSEAMLES,63.18,24.47,11.12,3.22
MAITHANALL,64.09,11.07,7.41,7.52
MAJESAUT,49.6,7.16,9.19,9.05
MALLCOM,37.7,2.56,1.15,7.63
MALUPAPER,39.76,6.43,4.49,2.92
MAMATA,38.03,11.74,6.7,1.14
MANAKALUCO,52.22,9.75,1.75,1.75
MANAKCOAT,64.95,9.7,1.6,9.16
MANAKSIA,54.72,12.44,7.3,3.81
MANAKSTEEL,58.74,4.64,2.14,1.97
MANALIPETC,59.44,6.46,9.07,4.25
MANAPPURAM,49.12,26.77,11.98,8.63
MANBA,53.83,2.24,2.94,1.36
MANCREDIT,60.76,2.16,5.24,6.33
MANGALAM,38.88,9.78,3.66,1.23
MANGLMCEM,50.76,8.55,2.37,9.5
MANINDS,38.95,4.9,1.4,1.11
MANINFRA,58.56,20.55,11.33,3.03
MANKIND,46.95,29.82,20.1,0.91
MANOMAY,51.04,11.81,7.87,1.38
MANORAMA,63.11,15.59,13.96,0.48
MANORG,56.56,9.44,5.96,6.25
MANUGRAPH,37.24,6.12,7.39,8.39
MANYAVAR,35.81,24.17,19.96,3.14
MAPMYINDIA,13.11,13.81,6.29,8.98
MARALOVER,52.58,13.17,3.31,4.3
MARATHON,40.39,3.47,8.71,7.13
MARICO,51.76,30.42,13.98,8.81
MARINE,57.06,3.22,3.38,4.3
MARKOLINES,49.42,5.57,6.0,2.01
MARKSANS,36.02,19.01,12.1,8.75
MARSONS,48.14,12.83,2.8,7.82
MARUTI,45.53,22.84,26.84,4.16
MASFIN,43.12,11.17,10.86,1.18
MASKINVEST,39.05,11.27,3.8,8.77
MASTEK,12.66,20.43,17.62,1.91
MASTERTR,40.49,6.18,5.85,8.34
MATRIMONY,50.4,9.99,7.43,6.53
MAWANASUG,48.13,12.12,9.94,1.91
MAXESTATES,62.37,24.05,9.42,9.91
MAXHEALTH,42.97,37.17,18.38,1.17
MAXIND,55.67,3.97,2.43,4.63
MAYURUNIQ,46.1,11.64,6.16,6.38
MAZDA,41.58,5.37,2.22,4.38
MAZDOCK,64.84,43.14,29.23,2.81
MBAPL,35.16,3.25,4.16,6.05
MBEL,44.67,11.44,6.87,5.1
MBLINFRA,35.35,9.73,7.53,3.98
MCCHRLS-B,46.47,2.88,4.22,3.93
MCL,46.38,5.46,6.79,5.89
MCLEODRUSS,59.73,3.22,5.07,5.3
MCLOUD,20.24,11.19,9.8,1.99
MCX,38.44,28.89,10.61,4.21
MEDANTA,42.81,24.64,20.62,4.69
MEDIASSIST,46.78,4.11,7.18,1.83
MEDICAMEQ,45.02,8.31,9.89,6.01
MEDICO,64.96,14.09,5.94,9.17
MEDPLUS,41.57,14.41,14.54,1.56
MEESHO,53.78,41.63,23.02,2.38
MEGASTAR,43.09,3.84,7.57,4.96
MEIL,52.05,3.0,2.74,4.76
MENNPIS,54.18,13.59,3.02,7.65
MENONBE,49.92,10.94,9.43,8.16
MEP,61.32,4.5,8.12,2.68
MERCANTILE,57.73,13.13,4.19,0.05
METROBRAND,59.65,22.1,24.4,2.36
METROGLOBL,64.98,10.3,9.65,7.7
METROPOLIS,64.04,22.29,17.22,3.19
MFML,64.33,7.35,1.89,7.33
MFSL,64.62,38.08,20.13,0.18
MGEL,39.77,4.2,4.06,2.04
MGL,26.09,23.59,5.65,1.54
MHLXMIRU,40.42,2.18,3.91,2.65
MHRIL,52.68,14.04,5.41,8.41
MICEL,18.66,7.31,9.96,4.17
MIDHANI,54.24,15.45,7.28,8.39
MIDWESTLTD,37.17,3.15,2.6,8.86
MINDACORP,38.11,20.57,13.63,6.26
MINDTECK,31.97,13.01,7.8,4.26
MIRCELECTR,37.26,7.15,5.28,4.41
MIRZAINT,39.68,5.42,2.14,1.6
MITCON,48.49,5.54,2.06,1.32
MITTAL,60.23,6.42,3.63,3.97
MKPL,63.77,11.81,9.07,2.21
MMFL,63.49,7.62,1.59,5.3
MMP,50.01,11.26,5.51,3.04
MMTC,42.43,11.74,13.17,1.11
MMWL,55.48,7.51,7.61,7.61
MOBIKWIK,34.7,3.49,6.44,4.85
MODINATUR,57.97,11.24,9.42,1.88
MODIRUBBER,56.79,4.29,5.97,0.7
MODIS,61.56,2.02,7.24,0.71
MODISONLTD,58.72,4.22,7.9,3.83
MODTHREAD,62.97,14.13,2.03,0.11
MOHITIND,37.32,3.34,4.99,8.65
MOIL,40.5,17.91,11.26,2.74
MOKSH,62.89,6.26,2.23,9.99
MOL,60.58,8.3,6.24,9.43
MOLDTECH,38.8,5.63,1.37,0.11
MOLDTKPAC,59.27,9.36,5.72,9.88
MONARCH,36.4,4.43,2.45,2.0
MONEYBOXX,61.35,10.75,3.4,3.56
MONTECARLO,64.02,4.25,1.49,0.76
MORARJEE,58.34,6.06,5.84,0.24
MOREPENLAB,63.6,10.82,2.58,2.0
MOSCHIP,14.47,10.89,5.24,3.63
MOTHERSON,58.96,28.18,26.17,8.91
MOTILALOFS,63.26,28.28,10.6,9.46
MOTISONS,35.83,10.91,8.92,1.91
MOTOGENFIN,38.85,5.29,5.24,4.99
MPHASIS,18.22,42.51,19.51,4.51
MPSLTD,60.66,11.33,3.32,4.35
MRF,40.32,35.45,23.0,8.31
MRPL,63.55,31.73,16.43,1.4
MSPL,52.16,8.56,2.22,4.43
MSTCLTD,57.78,8.66,9.93,7.81
MSUMI,43.2,36.07,17.83,9.87
MTARTECH,43.56,24.31,16.43,3.14
MTEDUCARE,42.56,4.45,5.53,7.66
MTNL,42.87,6.24,5.58,3.6
MUFIN,57.99,9.71,8.4,9.92
MUFTI,44.19,7.88,1.44,5.77
MUKANDLTD,56.44,4.44,6.98,7.92
MUKKA,45.35,12.3,7.36,0.32
MUKTAARTS,46.0,14.62,9.9,0.58
MUNJALAU,60.65,3.25,5.68,4.75
MUNJALSHOW,47.38,12.43,1.45,3.07
MURUDCERA,57.81,7.72,4.74,8.4
MUTHOOTCAP,39.5,8.53,9.2,2.99
MUTHOOTFIN,43.35,43.52,26.38,2.27
MUTHOOTMF,51.29,6.76,7.99,9.8
MVGJL,62.43,11.69,1.65,1.43
MWL,41.94,11.73,6.28,1.25
NACLIND,42.7,5.57,3.18,7.67
NAGAFERT,50.75,11.86,6.24,4.12
NAGREEKCAP,46.64,9.15,4.08,6.91
NAGREEKEXP,53.38,12.84,9.8,9.85
NAHARCAP,42.54,11.59,9.03,1.81
NAHARINDUS,45.27,2.73,3.17,6.0
NAHARPOLY,64.6,10.27,4.33,4.04
NAHARSPING,42.86,11.62,4.16,1.88
NAM-INDIA,53.94,27.35,27.51,0.45
NARMADA,38.91,2.59,1.82,7.01
NATCAPSUQ,56.73,3.17,1.78,8.43
NATCOPHARM,35.26,43.96,28.84,3.94
NATHBIOGEN,54.72,7.61,5.18,8.07
NATIONALUM,50.24,21.95,20.38,3.06
NATIONSTD,50.73,11.94,5.07,6.58
NAUKRI,39.17,31.42,12.7,8.4
NAVA,64.38,37.06,28.13,0.36
NAVINFLUOR,61.96,29.26,25.78,2.82
NAVKARCORP,36.62,11.3,9.51,0.8
NAVKARURB,61.99,11.44,2.77,5.91
NAVNETEDUL,50.56,14.94,6.71,8.16
NAZARA,55.51,14.95,5.09,7.61
NBCC,39.3,21.88,12.38,9.79
NBIFIN,58.05,8.34,7.01,4.06
NCC,52.77,14.53,17.78,4.7
NCLIND,47.82,7.3,5.65,2.31
NDGL,38.12,7.36,9.06,1.75
NDL,54.83,4.19,6.14,5.23
NDLVENTURE,40.9,6.91,9.87,5.38
NDRAUTO,54.07,7.34,3.29,8.98
NDTV,59.22,7.13,9.51,1.8
NEAGI,48.51,13.48,5.24,2.6
NECCLTD,35.21,13.94,1.63,5.65
NECLIFE,60.65,14.86,7.95,5.78
NELCAST,43.74,4.61,8.71,3.7
NELCO,24.1,5.07,4.55,9.0
NEOGEN,39.96,3.02,5.21,1.65
NEPHROPLUS,56.9,15.07,15.2,1.52
NESCO,60.28,20.8,6.66,7.87
NESTLEIND,53.08,43.8,26.87,8.56
NETWEB,28.04,22.13,29.14,4.62
NETWORK18,48.44,16.17,14.7,2.12
NEUEON,53.48,4.75,9.46,0.83
NEULANDLAB,59.22,35.44,17.53,4.09
NEWGEN,18.42,24.19,17.71,5.6
NEXTMEDIA,57.21,5.77,9.49,6.43
NFL,57.89,6.02,3.24,8.47
NGIL,35.03,9.83,1.41,7.11
NGLFINE,42.46,2.68,7.51,2.72
NH,43.1,39.49,25.37,7.58
NHPC,29.24,42.03,25.31,8.93
NIACL,42.94,25.48,29.5,3.81
NIBE,49.57,10.9,9.8,8.1
NIBL,37.22,4.5,2.23,9.91
NIITLTD,44.81,7.38,3.82,7.63
NIITMTS,61.45,2.17,6.8,9.05
NILAINFRA,57.31,11.04,8.15,9.77
NILASPACES,47.42,8.64,1.66,7.29
NILE,56.47,7.16,3.76,7.81
NILKAMAL,38.8,13.34,7.21,2.56
NIMBSPROJ,42.04,7.99,2.11,9.17
NINSYS,29.71,11.28,2.68,0.3
NIPPOBATRY,52.96,10.97,7.68,7.42
NIRAJ,50.93,6.71,7.72,0.07
NIRAJISPAT,64.75,8.43,5.81,4.9
NIRLON,63.95,20.17,8.3,3.7
NITCO,44.96,6.42,9.27,8.2
NITINSPIN,51.01,2.95,2.32,4.9
NITIRAJ,10.62,4.25,4.44,8.07
NITTAGELA,44.13,3.58,3.33,0.89
NIVABUPA,35.07,17.82,9.59,8.05
NKIND,51.36,11.09,9.46,0.8
NLCINDIA,11.44,38.83,23.34,2.14
NMDC,63.85,38.49,13.01,4.79
NOCIL,46.67,13.99,8.91,0.88
NOIDATOLL,40.05,10.24,2.06,6.35
NORBTEAEXP,57.62,14.66,3.29,5.59
NORTHARC,54.16,10.95,7.68,2.57
NOVAAGRI,54.7,4.66,8.57,4.41
NOVARTIND,39.0,11.07,7.91,5.13
NPST,34.29,2.39,5.12,9.92
NRAIL,52.96,10.24,6.27,9.68
NRBBEARING,45.78,13.84,5.1,4.16
NRL,53.88,6.57,6.26,5.37
NSIL,44.33,7.53,3.3,5.27
NSLNISP,56.01,16.51,14.7,0.28
NTPC,28.69,36.32,17.1,2.03
NTPCGREEN,12.87,28.44,15.08,4.19
NUCLEUS,34.23,9.19,9.95,2.95
NURECA,41.76,9.27,4.34,0.1
NUVAMA,47.84,38.86,28.54,6.36
NUVOCO,37.53,17.12,18.06,3.68
NYKAA,62.81,20.75,11.17,8.07
OAL,43.12,2.28,7.14,4.2
OBCL,41.38,5.59,3.63,8.78
OBEROIRLTY,52.94,22.0,12.51,5.62
OCCLLTD,46.06,2.47,3.43,1.64
ODIGMA,49.3,11.2,1.05,1.03
OFSS,23.74,39.78,25.12,7.11
OIL,56.12,42.03,21.09,6.85
OILCOUNTUB,63.12,6.83,7.63,4.12
OLAELEC,36.76,10.62,11.84,6.48
OLECTRA,40.72,13.89,8.55,9.07
OMAXAUTO,49.35,2.26,9.46,9.05
OMAXE,43.7,13.04,4.88,7.6
OMFREIGHT,44.53,8.1,8.66,0.55
OMINFRAL,55.49,10.46,5.49,6.78
OMNI,41.01,11.12,16.44,5.24
OMPOWER,37.54,7.37,9.11,1.84
ONELIFECAP,63.54,2.5,7.23,9.01
ONEPOINT,37.79,8.33,7.48,1.05
ONESOURCE,35.92,20.64,21.44,4.86
ONGC,74.38,37.19,21.01,9.76
ONMOBILE,45.07,10.52,1.55,5.48
ONWARDTEC,16.83,12.82,1.03,2.05
OPTIEMUS,24.36,8.16,2.85,3.52
ORBTEXP,37.7,6.63,1.99,6.54
ORCHASP,10.9,7.97,7.88,9.01
ORCHPHARMA,58.2,2.78,8.0,7.82
ORICONENT,48.61,10.83,4.55,9.23
ORIENTALTL,40.11,7.05,5.71,8.69
ORIENTBELL,55.98,6.22,5.96,5.33
ORIENTCEM,55.71,10.99,9.02,2.17
ORIENTCER,51.77,11.15,8.94,1.78
ORIENTELEC,40.47,2.14,3.08,1.7
ORIENTHOT,58.28,9.51,8.02,8.39
ORIENTLTD,35.64,10.78,9.83,6.63
ORIENTPPR,54.08,12.53,5.61,6.65
ORIENTTECH,28.17,3.3,4.28,8.48
ORISSAMINE,44.12,7.77,9.06,5.52
ORKLAINDIA,62.63,15.71,6.11,6.88
ORTEL,56.06,6.66,6.83,4.22
ORTINGLOBE,41.72,6.06,7.91,1.83
OSIAHYPER,43.03,3.96,3.31,6.14
OSWALAGRO,36.34,12.57,6.63,3.81
OSWALGREEN,36.39,2.69,7.64,8.38
OSWALPUMPS,44.45,7.4,1.99,2.88
OSWALSEEDS,50.18,2.16,1.26,8.55
PACEDIGITK,18.4,6.04,5.7,9.65
PAGEIND,52.43,36.5,10.83,5.15
PAISALO,59.91,3.67,5.33,0.71
PAKKA,61.68,14.95,8.83,1.77
PALASHSECU,40.32,5.58,6.24,2.62
PALREDTEC,26.98,10.34,3.48,1.05
PANACEABIO,48.15,5.39,6.26,2.63
PANACHE,10.7,13.18,5.02,5.07
PANAMAPET,62.25,6.03,1.18,2.24
PANSARI,51.07,9.41,8.97,4.72
PAR,38.87,3.21,2.12,8.52
PARACABLES,31.05,8.1,1.2,5.47
PARADEEP,63.63,21.98,8.47,8.7
PARAGMILK,62.56,6.7,9.89,6.5
PARAS,70.03,11.96,10.35,2.85
PARASPETRO,48.72,4.2,7.06,0.22
PARKHOSPS,63.25,21.16,16.6,1.0
PARKHOTELS,55.01,9.4,4.91,5.41
PARSVNATH,48.25,9.37,3.46,7.82
PASHUPATI,62.14,10.16,5.85,1.21
PASUPTAC,38.82,5.33,3.01,2.87
PATANJALI,51.68,44.53,11.98,3.99
PATELENG,36.12,9.98,2.1,3.54
PATELRMART,38.42,5.12,7.58,3.24
PATINTLOG,38.35,12.6,8.4,3.47
PAUSHAKLTD,41.04,9.81,5.06,5.64
PAVNAIND,47.01,14.93,9.9,3.29
PAYTM,23.66,29.6,26.0,3.11
PCBL,44.63,10.75,19.62,2.87
PCJEWELLER,55.1,24.53,12.02,4.0
PDMJEPAPER,44.59,14.22,8.12,0.19
PDSL,41.46,14.37,4.11,3.62
PEARLPOLY,43.52,13.82,5.64,1.7
PENIND,39.38,13.91,7.3,8.35
PENINLAND,47.84,5.51,1.33,9.09
PERSISTENT,22.6,39.28,19.05,9.78
PETRONET,56.54,37.63,20.6,8.2
PFC,58.25,29.4,21.91,2.05
PFIZER,39.92,23.53,10.44,4.5
PFOCUS,44.06,40.69,14.17,2.3
PFS,64.56,7.82,9.06,6.04
PGEL,11.54,18.69,17.7,2.07
PGHH,53.9,43.45,21.23,9.9
PGHL,41.95,22.27,9.9,3.09
PGIL,61.02,15.82,14.85,7.71
PHOENIXLTD,44.22,30.91,14.99,9.71
PICCADIL,62.27,12.11,13.37,3.97
PIDILITIND,39.66,32.78,15.3,3.96
PIGL,63.65,7.14,4.79,6.8
PIIND,55.47,37.05,24.6,9.76
PILANIINVS,62.21,24.64,10.65,9.74
PILITA,45.1,6.34,6.41,2.74
PINELABS,14.34,38.11,26.03,3.67
PIONEEREMB,38.57,14.33,6.85,0.34
PIONRINV,62.61,8.37,5.68,7.77
PIRAMALFIN,64.17,41.62,13.15,9.6
PITTIENG,55.46,11.62,3.5,4.47
PIXTRANS,52.17,11.52,6.28,6.34
PKTEA,57.25,10.31,2.09,0.47
PLASTIBLEN,36.5,14.7,5.95,5.17
PLATIND,51.49,10.39,8.77,7.54
PLAZACABLE,36.71,11.02,8.53,8.92
PML,59.01,10.38,2.87,0.12
PNB,28.51,20.66,19.3,8.95
PNBGILTS,47.79,9.91,6.5,9.77
PNBHOUSING,15.28,43.38,13.2,8.66
PNC,45.94,5.61,5.83,5.58
PNCINFRA,35.09,15.77,17.56,7.87
PNGJL,49.83,10.88,12.47,8.01
PNGSREVA,48.16,12.84,7.1,5.19
POCL,35.35,10.34,4.34,1.01
PODDARMENT,61.92,10.57,3.91,4.33
POKARNA,43.67,11.67,6.87,0.07
POLICYBZR,59.81,37.95,26.56,6.96
POLYCAB,57.91,20.56,25.22,5.72
POLYMED,51.72,23.95,8.73,7.64
POLYPLEX,63.19,12.84,6.87,8.56
PONNIERODE,41.95,14.91,2.85,4.49
POONAWALLA,62.88,43.23,21.0,2.03
POWERGRID,22.33,27.41,17.97,5.76
POWERICA,62.75,14.9,16.04,4.54
POWERINDIA,36.46,32.18,21.41,8.79
POWERMECH,64.44,17.14,11.11,4.44
PPAP,39.73,12.17,8.45,0.45
PPL,45.51,8.88,3.7,4.03
PPLPHARMA,45.57,34.47,26.97,1.36
PRABHA,70.32,6.61,3.62,8.29
PRADPME,39.08,10.57,8.2,9.62
PRAENG,60.29,13.65,3.08,7.67
PRAJIND,39.9,14.73,19.76,5.93
PRAKASH,46.14,13.91,5.94,1.52
PRAKASHSTL,55.78,12.0,4.92,5.74
PRAVEG,63.24,3.19,5.16,9.39
PRAXIS,60.77,2.09,4.82,1.86
PRECAM,61.28,5.24,6.22,7.98
PRECOT,61.43,9.49,6.88,8.58
PRECWIRE,42.81,17.96,9.3,5.08
PREMCO,56.37,12.39,7.99,8.01
PREMEXPLN,47.35,13.51,6.48,3.36
PREMIER,57.25,6.13,3.44,0.53
PREMIERENE,19.07,38.67,16.18,7.99
PREMIERPOL,35.63,3.94,6.43,5.84
PRESTIGE,47.4,36.17,12.27,7.2
PRICOLLTD,39.35,13.96,6.88,5.91
PRIMESECU,49.46,8.26,3.55,1.33
PRIMO,58.78,3.51,8.36,0.5
PRINCEPIPE,39.44,2.34,8.81,8.81
PRITI,63.34,8.33,6.47,6.22
PRITIKAUTO,56.16,11.58,3.29,4.6
PRIVISCL,38.78,21.44,8.67,7.2
PROSTARM,52.18,14.4,5.18,5.52
PROTEAN,18.29,10.17,9.47,0.08
PROZONER,38.98,5.46,1.35,1.25
PRSMJOHNSN,35.75,19.21,7.88,6.84
PRUDENT,51.32,23.91,8.5,8.04
PRUDMOULI,47.07,2.44,8.17,9.49
PSB,23.6,23.86,5.5,7.67
PSPPROJECT,54.74,9.08,7.45,1.24
PTC,34.82,22.46,5.23,7.93
PTCIL,55.05,42.27,22.19,6.77
PTL,58.45,4.8,7.7,8.71
PUNJABCHEM,47.27,13.93,6.17,7.89
PURVA,58.46,11.47,13.58,8.46
PVP,61.56,10.66,4.27,8.8
PVRINOX,42.8,16.6,16.5,5.16
PVSL,38.66,5.75,3.07,6.38
PWL,49.61,30.37,28.61,1.67
PYRAMID,64.07,6.48,2.28,0.29
QPOWER,52.67,21.68,6.29,0.65
QUADFUTURE,44.07,11.81,2.6,3.98
QUESS,48.59,7.3,2.98,8.67
QUICKHEAL,14.22,13.64,4.13,8.09
QUINT,54.44,4.4,7.92,9.75
QUINTEGRA,20.38,9.72,2.73,6.36
RACE,36.82,14.3,5.57,7.51
RACLGEAR,58.89,11.04,7.02,2.54
RADAAN,43.16,9.68,9.57,8.47
RADHIKAJWE,46.89,12.46,1.36,2.22
RADIANTCMS,58.39,9.64,9.39,3.74
RADICO,45.57,32.93,18.67,2.41
RADIOCITY,50.93,13.19,5.95,7.46
RAILTEL,64.51,22.33,10.9,4.81
RAIN,53.69,13.09,19.91,0.9
RAINBOW,55.49,15.32,14.26,4.04
RAJESHEXPO,63.2,3.09,2.57,1.55
RAJMET,46.33,9.49,2.12,7.04
RAJOOENG,60.69,2.44,3.9,3.88
RAJPALAYAM,44.88,5.29,7.85,8.32
RAJRATAN,39.4,11.62,6.51,9.32
RAJRILTD,63.15,12.05,4.11,7.72
RAJSREESUG,47.56,4.08,8.67,6.73
RAJTV,59.42,6.78,3.08,1.3
RAJVIR,36.4,5.4,6.13,4.78
RALLIS,46.05,11.8,10.27,7.98
RAMANEWS,55.44,9.58,5.7,6.6
RAMAPHO,45.71,2.63,1.68,1.74
RAMASTEEL,51.92,14.72,5.09,7.58
RAMCOCEM,48.74,38.93,16.11,2.74
RAMCOIND,40.24,13.2,1.51,8.48
RAMCOSYS,28.11,5.98,3.65,9.32
RAMKY,51.48,3.43,7.01,6.64
RAMRAT,35.97,13.5,6.86,1.23
RANASUG,61.7,5.12,4.88,2.21
RANEHOLDIN,50.57,4.56,5.49,9.0
RATEGAIN,20.89,14.92,19.46,6.19
RATNAMANI,64.95,30.37,29.18,5.09
RATNAVEER,64.9,12.75,8.64,8.83
RAYMOND,59.27,6.17,9.03,6.81
RAYMONDLSL,52.89,12.43,3.57,0.13
RAYMONDREL,46.52,10.13,6.39,6.43
RBA,48.93,8.2,6.41,0.23
RBLBANK,33.87,38.32,15.02,5.11
RBZJEWEL,41.37,10.68,5.93,6.58
RCF,45.45,17.33,6.78,4.43
RCOM,61.36,2.69,7.7,1.07
RECLTD,61.96,40.0,21.3,3.3
REDINGTON,10.66,18.27,15.33,7.56
REDTAPE,52.51,23.77,9.73,9.74
REFEX,62.64,5.12,4.31,3.98
REGAAL,40.39,13.37,7.02,6.75
REGENCERAM,49.95,12.86,7.85,0.14
RELAXO,36.38,19.3,5.49,1.76
RELCHEMQ,51.71,10.89,2.74,1.76
RELIABLE,28.02,13.38,7.16,1.52
RELIANCE,73.62,30.69,25.74,2.34
RELIGARE,39.21,19.97,19.8,9.75
RELINFRA,30.83,9.76,6.14,7.67
RELTD,17.93,2.05,8.61,4.25
REMSONSIND,64.26,12.87,5.78,1.05
RENUKA,37.9,18.23,8.54,6.67
REPCOHOME,19.28,5.74,3.23,9.59
REPL,57.85,9.09,7.34,1.65
REPRO,62.45,9.55,2.38,7.55
RESPONIND,41.85,5.67,4.55,6.81
RETAIL,48.24,7.2,9.3,6.83
RGL,53.0,10.0,5.57,8.87
RHETAN,64.86,5.09,4.57,5.25
RHFL,21.36,10.22,9.38,8.78
RHIM,44.49,16.03,17.06,7.83
RHL,36.45,4.32,3.05,4.3
RICOAUTO,45.78,8.11,6.32,0.84
RIIL,62.98,12.81,8.29,4.97
RISHABH,29.99,13.65,2.87,0.65
RITCO,36.18,3.5,5.29,8.19
RITES,60.76,19.09,6.23,3.17
RKDL,52.75,10.62,4.91,1.53
RKEC,41.48,12.52,1.26,9.96
RKFORGE,46.57,17.48,12.98,1.07
RKSWAMY,45.96,13.48,9.8,8.41
RMC,36.91,10.5,2.11,7.52
RMDRIP,63.17,9.97,7.55,4.61
RML,55.36,4.76,2.94,6.47
RNBDENIMS,56.71,2.75,4.28,1.37
ROHLTD,58.96,10.84,9.64,2.99
ROLEXRINGS,59.32,13.18,2.31,7.35
ROLLT,39.09,8.35,9.43,3.65
ROML,36.56,5.89,9.67,1.26
ROSSARI,58.76,6.19,4.24,4.51
ROSSELLIND,52.99,7.17,4.9,4.41
ROSSTECH,55.79,3.29,2.88,5.29
ROTO,41.12,3.87,1.91,5.49
ROUTE,55.12,13.93,2.16,6.66
RPEL,52.24,13.64,9.23,4.55
RPGLIFE,36.21,4.52,2.51,2.63
RPOWER,20.61,21.74,18.99,2.84
RPPINFRA,39.8,14.23,7.9,4.08
RPPL,45.18,13.09,5.11,1.61
RPSGVENT,29.86,9.53,4.01,0.27
RPTECH,21.59,8.54,8.51,7.86
RRIL,39.97,4.31,6.29,9.19
RRKABEL,39.47,28.82,15.06,4.46
RSDFIN,38.76,14.17,5.64,2.44
RSL,52.08,13.48,3.1,6.82
RSSOFTWARE,20.21,14.68,9.79,9.78
RSWM,56.47,14.12,6.74,5.18
RSYSTEMS,24.37,8.04,6.83,0.62
RTNINDIA,57.48,12.5,8.82,6.53
RTNPOWER,29.0,11.5,18.53,4.31
RUBFILA,41.38,7.39,4.57,8.21
RUBICON,46.63,23.5,12.16,6.83
RUBYMILLS,63.81,4.0,3.01,3.35
RUCHINFRA,37.55,4.93,3.89,5.23
RUCHIRA,63.51,10.95,7.5,9.5
RUDRA,36.49,7.15,2.08,3.45
RUPA,50.16,5.23,3.26,6.05
RUSHIL,61.19,12.37,4.9,1.86
RUSTOMJEE,45.28,24.7,18.42,9.61
RVHL,48.01,7.44,9.2,1.63
RVNL,44.82,34.6,26.98,2.19
RVTH,47.25,2.52,7.77,0.54
S&SPOWER,59.52,5.58,5.68,3.49
SAATVIKGL,20.37,14.99,18.93,1.55
SABEVENTS,39.57,4.52,5.71,6.75
